##*************************************
#Arabic Stop word list for morphology analysis and information retrival
#  Most frequent stopwords in Tahskeela Corpus, useful for Classical Arabic
#Corpus Version samples/.csv: 
#Version        : 0.9
#Generated at   : 23.02.02-12:12 
#Author         : Taha Zerrouki 
#Web            : http://arabicstopwords.sf.net
#Source         : http://github.com/linuxscout/arabicstopwords
#*************************************
وأكثر	2115
عينها	2110
فعند	2096
وبعض	2089
ولقد	2087
أخ	2072
عندها	2037
ولكل	1992
لنحو	1992
تارة	1987
ولأبي	1985
للذي	1976
وكيف	1947
ألم	1942
ارتد	1935
فإنهما	1917
ولهما	1890
وأنها	1886
بيننا	1884
والذين	1878
ففيها	1871
د	1867
عندك	1865
زماننا	1847
لهذه	1832
وبعضهم	1814
عنك	1814
وتارة	1804
ابني	1799
أقبل	1798
أسفل	1775
وعنده	1774
عليهن	1680
أولها	1676
ها	1667
فوقه	1665
ومعه	1647
أولئك	1645
كي	1635
جميعها	1617
فالذي	1611
لأقل	1590
وعليها	1567
لجميع	1548
وبأن	1538
علي	1537
بأي	1533
فإما	1527
ذاته	1501
وكأن	1499
معك	1497
ولأنها	1494
هاتين	1488
وبذلك	1487
أنتم	1487
ماذا	1484
جنب	1484
ثمة	1482
سبحان	1481
إنهم	1473
أصبح	1473
فرجع	1471
وبينه	1459
لأبيه	1446
لست	1438
وإني	1437
نحوها	1437
بغيرها	1437
فأنا	1433
ومثلها	1420
وشبه	1420
بوقت	1391
وضمن	1386
فقبل	1367
هذا	1354
لن	1354
وجميع	1323
أبيها	1314
ولولا	1308
ولهم	1307
بنفسها	1306
فإنا	1303
وأنتم	1301
بهن	1300
معهما	1288
أجمع	1286
فلعل	1282
فمتى	1281
لذي	1251
حوله	1242
لعن	1234
معي	1222
فإنك	1214
بعدهم	1208
وأول	1193
أخو	1187
بكم	1186
وبعضها	1182
أمس	1180
أخاه	1165
وفلان	1160
فيهن	1158
لأكثر	1152
فليست	1133
ظل	1132
ولمن	1127
فلكل	1127
فعلي	1126
ورب	1119
فغير	1116
فذاك	1103
غروب	1092
أكلها	1087
فأقل	1086
وابنه	1071
ووقت	1056
كابن	1056
وأقل	1048
أثم	1045
أليس	1044
ز	1027
أكثرهم	1026
لابنه	1025
اللذين	1025
بعدهما	1020
تحتها	1008
فمنهم	1004
ولدي	991
بيني	991
والتي	987
هلا	987
ابتدأ	985
بأنهم	980
فوقها	977
لعمر	976
وممن	973
لكنها	955
ويمين	949
معنا	949
ي	943
حتى	940
عداه	937
فلك	934
والأب	929
أنفسكم	929
وقام	919
سواها	916
أكثره	916
بابن	909
لئن	906
ليسا	905
كأنها	897
أخا	893
فأي	891
غ	890
حولها	890
وإنا	885
وراءه	875
وإذ	875
كالذي	875
وعاد	874
فلهم	871
وهناك	867
وثم	864
وبعضه	863
وأي	860
وعندي	859
ببعضه	856
وكلاهما	849
لغيرها	844
ومرة	840
ضمنها	840
ليسوا	837
فكأن	834
فحيث	831
مثلي	828
بذي	827
فيكم	824
س	823
إنكم	823
وبينها	821
لتلك	817
أخوه	815
بدونها	812
لذاته	809
بعدي	808
بالذي	808
وعندنا	806
فعليها	806
زمانه	804
لبعضهم	802
بينكم	800
بأبي	800
بشهر	799
بمثلها	798
وبعدها	789
أقله	789
ولئن	782
جميعهم	777
أبوها	776
ابنها	776
لعلي	770
خ	767
بينهن	766
فينا	765
وبينهما	763
ن	759
فعن	757
عيني	757
وبها	756
بنحوه	739
تحول	737
وذو	736
غيرك	736
آمين	722
فلعله	720
أ	720
وذا	718
للذين	716
بات	714
كإن	710
فتحت	705
وهن	704
لمثله	703
وعين	698
خلال	694
وأبا	692
فبعد	690
وخلف	688
أنى	687
وتلك	685
هنالك	685
بينما	682
اللاتي	682
ولكني	681
جنبه	681
إليكم	681
ونحوهم	678
فيك	676
ولن	674
كغيرها	672
لأني	670
أهم	666
وأخ	657
أفهم	655
فهلا	654
ولغيره	653
لحظة	652
غيري	649
فأقبل	647
أكثرها	643
بعضكم	642
لأخيه	637
عنكم	633
وأنهم	631
كمثل	627
نحوهما	626
لوقت	624
فكأنما	624
لأخذ	620
وبأنه	618
شطر	616
وحين	614
عسى	606
ولكنها	604
والأخ	604
وإنها	601
فبين	601
هن	600
فأين	599
وبغير	597
فمنها	593
كما	590
أفلا	589
وهاهنا	588
أعين	587
وشبهه	586
لأنك	585
كهو	585
وثنا	582
كفيه	582
أمامه	579
هذان	574
أشبهه	573
ليل	571
ولابن	567
لغيرهم	558
أنفسهما	558
مهما	553
إنهما	552
أمد	551
بضع	540
وذاك	535
وبينهم	532
وكلما	531
فلهما	526
الذي	525
تبدل	524
وعليك	521
أمام	519
وفيهم	517
وعليهم	517
لدى	516
بأنهما	512
كيفما	505
عندكم	505
حسبما	504
أولهما	503
إياك	495
أسفله	494
بعضهن	492
أهو	492
وإياك	490
وهؤلاء	489
فعاد	486
أخيها	482
ودون	481
وعامة	478
فهنا	478
أبيك	474
فلأنها	471
فأيهما	471
إياهم	471
وفي	469
وكم	465
فلولا	464
لنفسك	462
وكلها	460
فنحن	460
انقلب	460
وأقله	455
فمع	455
أنشأ	453
لهو	450
لعينه	450
ومعها	449
يمينك	446
وفيهما	446
معكم	443
ونعم	442
لأنهن	441
لإن	441
بزمان	441
أولي	441
وضمنه	440
وذي	435
وبينك	435
أبيهم	431
لغيرهما	428
بعدك	428
خلفها	427
بينكما	426
وهذان	425
فجميع	425
سواهم	423
وبلا	420
كرب	420
كليهما	419
عداها	419
إياكم	416
كلي	415
اللتين	412
ولكم	411
ساعته	411
كالتي	409
بذاته	407
لعلكم	406
فذا	406
فتلك	405
وأيهما	402
ابنك	399
فأولئك	398
أبوك	398
شماله	397
ولأنهم	396
وحتى	396
بذات	392
ولست	391
وأين	391
لذات	391
شبهه	389
معهن	387
وعليهما	386
لنفسي	386
كلهن	385
يمينها	384
سبحانك	384
لعلك	383
كأبي	383
فمثل	383
اللذان	381
ألفي	381
ففيما	379
أنكم	379
وعليكم	378
لنفسها	378
ببعضها	378
فلن	376
وأقبل	374
ذاتها	372
أولم	372
فإلى	371
بليل	370
مثلهما	368
لهؤلاء	368
لهب	368
فلمن	368
راح	366
عنهن	364
وأبوه	362
فاه	362
ولكنهم	361
كغير	361
فأصبح	359
قلما	358
ولئلا	357
لمثل	355
وهذا	354
حينه	354
ذينك	353
ومعاذ	352
أخيك	350
وتحته	349
كأنهم	348
فعليهم	348
حار	348
مثلهم	346
فعنده	342
ومثلهما	341
لكي	341
لكنهم	341
وكلا	340
بأعلى	338
فهؤلاء	337
غداة	335
أيكم	333
فابن	330
بنفسك	330
فعليك	329
بئس	329
لعين	328
ذ	328
أبيهما	328
إليهن	327
فأول	326
بالتي	326
أوهم	325
التي	324
أخوها	324
أقلها	322
فكأنها	320
منكما	319
فبينما	317
أباها	313
فمنه	312
ذلكم	312
فبما	311
فإذن	309
فماذا	306
كهذا	305
ذوو	305
منكن	304
أنفسنا	304
هب	302
لأبيك	302
وشرع	301
هلم	301
وشهر	298
أيهم	297
وكأنهم	296
فعليهما	296
بماذا	296
ألست	296
وأخوه	295
فإذ	295
فنعم	294
فلقد	294
بينك	292
سواهما	291
وذات	290
بضعها	290
غرب	288
كأنهما	286
أكلا	286
وسوى	285
تلقاء	285
وعما	283
وبدون	282
وتحت	281
وإليك	281
فعندهما	281
فعنه	280
بجميعه	279
أسفلها	279
أخلف	279
فهناك	276
فبها	276
لأبيها	275
أنهن	275
لأي	274
بحسبه	274
فلي	273
ككل	272
كأني	272
غروبها	271
أنفسها	271
وبغيره	269
لذوي	269
فتارة	269
غيرهن	268
لوقتها	267
وفوق	266
فكلما	264
بجنب	263
فرب	260
أمنه	260
أخاك	260
بأبيه	259
أحسبه	259
وإذن	258
فبأن	257
فأبو	257
حيثما	257
ولأنهما	256
فغيره	256
فأن	256
فإنكم	255
أكثرهما	255
وعوض	253
والآن	253
أحسب	253
وإنك	252
بعضنا	252
وبمثله	251
كأنما	251
فبهذا	251
أيتهما	251
وغدا	250
لفي	250
بغيرهما	250
بأيهما	249
لنفس	248
وكمن	246
ألك	246
بإن	245
وليت	244
ونفسه	243
ووقته	240
استحال	239
وأصبح	236
أعينهم	236
وحي	235
وحول	235
وأكثره	235
كاد	235
أباك	235
ض	233
أولو	232
أبوي	232
عداهما	230
أنفس	229
أف	229
يميني	228
ونفس	228
لمثلها	227
أشبهها	227
وإياكم	226
لعلهم	226
فشبه	226
للتي	225
فحسب	225
ليت	224
لديه	224
عندما	224
سواك	224
وأكثرهم	223
كهذه	222
فكله	221
وأب	220
لعامة	220
فكم	220
فحين	220
لدن	219
هاتان	218
ففيهما	217
وبك	216
خلفهم	216
بذاك	216
وبكل	215
فعندنا	215
أمسى	214
أبهم	214
وإنهم	213
بهذين	213
بكله	212
وأخيه	211
ولأنا	210
كأنك	210
لعنه	208
بجميعها	208
وكلهم	207
وشبهها	207
فهاهنا	206
بغروب	206
أننا	206
فضمن	205
وأبيه	204
مذ	203
أقلهما	203
وشهره	202
وبدونه	202
ومهما	201
وعندهم	200
وعلى	200
وأجمع	200
لكنهما	200
فيم	200
غيركم	200
بعضهما	200
وليسوا	199
لابني	199
وكفيها	198
وبهذه	198
لكما	198
لشهر	197
أمامها	197
فنحو	196
فإنهن	196
شبهها	195
وعينه	194
وألا	194
مثلك	194
كفي	194
كذي	194
وعلق	192
وأنهما	192
فأما	192
فشرع	191
مه	189
بدونهما	189
وزمان	188
لذاتها	188
كهي	188
وأني	186
فبينهما	186
أيا	186
ولغير	185
وبينكم	184
فلست	181
شهره	181
وأخا	180
فساعة	180
فأنى	180
أنتن	180
لعلها	178
كشهر	178
ومعهم	177
وقتهما	177
أينما	177
فأنتما	176
أفي	176
لبعضه	175
أمهما	175
وليته	174
أنتما	174
أباهما	173
لشبهه	172
لبعضها	172
أية	170
أضحى	170
ولسنا	169
وعدا	169
غيرنا	169
ولهن	168
أخوك	168
ووقتها	167
وليسا	166
كذاك	166
ذوا	165
فارتد	164
حاشا	164
بفيه	164
وأولئك	163
ولعلهم	162
وذوي	162
لعلى	162
وهاتان	161
وأبي	161
كأبيه	161
فلهن	161
بنفسي	161
كغيرهم	160
كبعض	160
وهي	159
ولعلها	159
وراءها	159
لابنها	159
ومعنا	157
وبمن	157
لصار	157
فأنتم	157
فضمنه	156
وهلا	155
ومنك	155
كلكم	155
دونك	155
بجنبه	155
ولكنهما	154
ليله	154
لكني	154
فمثله	154
وأعلى	153
ولذي	152
وبات	152
فعلق	152
وأنك	151
وأكثرها	151
ليستا	151
أغير	151
فهذان	150
عينك	150
ولعن	149
وخلفه	148
كغيرهما	148
فالأب	148
حموي	148
وليتك	147
وابنها	147
فوقهم	147
فهن	147
فكأنهم	147
زمانهم	146
إياهما	146
أهي	146
لرجع	145
فلكم	145
أبينا	145
وإياه	144
أولهم	144
وعسى	143
بينكن	142
بجنبها	142
أبوهم	142
ابنهما	142
فمما	141
بهؤلاء	141
فيمين	140
فحول	140
بلحظة	140
ء	140
وأقلها	139
وسبحان	138
وخلا	138
عامتهم	137
بخ	137
أله	137
فمرة	136
فكأنهما	136
آناء	136
فسوف	135
شطره	135
بغيرهم	135
لجعل	133
لأننا	133
أجمعنا	133
ومعي	132
فوقهما	132
أشبههما	132
وبئس	131
وإنكم	131
واللائي	131
خلفي	131
اللتان	131
وفينا	128
سوف	128
وأنى	127
وحسب	125
ساء	125
ذاتي	125
حسبي	125
بساعة	125
ومني	124
وكأنها	124
أباهم	124
وابتدأ	123
لهذين	123
لسن	123
فوقت	123
إياي	123
وهو	122
مثلكم	122
ليمين	122
لعينها	122
لعمري	122
فبعض	122
ولهذه	121
فبأي	121
ضمني	121
إي	121
ومثلهم	120
وماذا	120
وأسفله	120
مثلنا	120
تينك	120
تجاه	120
أمثل	120
ليمينه	119
صباح	119
بأني	119
ولعمري	118
فلنا	118
ولحظة	117
حماه	117
نعما	116
جنبها	116
أنفسهن	116
أمامك	116
كعين	115
فعليكم	115
أقلهم	115
وبعدما	113
ولغيرها	112
فليسا	112
فبعضهم	112
خلاها	112
بسواك	112
بأنك	112
وفاه	111
وبغيرها	111
فابنه	111
لسنا	110
أخاها	110
وعنها	109
وعامتهم	109
واللاتي	109
فبات	109
ضحوة	109
حسبنا	109
كمثله	108
فهاتان	108
فعسى	108
فذو	108
وبأي	107
كنحو	107
فكلهم	107
فطفق	107
فحتى	107
وساعة	106
وتحول	106
لغيرك	106
فالتي	106
حسبك	105
وبعدهما	104
لعنهم	104
كلتا	104
وعلينا	103
مادام	103
فبه	103
حواليه	103
بئسما	103
بابنه	103
بمثلهما	102
وحيثما	101
مكانك	101
كوقت	101
فليسوا	101
فكلها	101
أفمن	101
ويمينه	100
وبمثل	100
فتحول	100
فعليهن	99
فأعلى	99
ولأقل	98
وعندها	98
وعلي	98
لجميعهم	98
فكلاهما	98
فدون	98
شهركم	98
جنبي	98
جميعهن	98
بالذين	98
وقتي	97
فثم	97
بشبه	97
أبانا	97
ومنكم	96
وقلما	96
فلعلها	96
وللذي	95
وحوله	95
فكمن	95
فكأني	95
حينما	95
بفي	95
لشبه	94
بمثلي	94
وا	93
لأبيهما	93
وكلكم	92
وفوقه	92
وبدونها	92
لأكثره	92
كالذين	92
فسبحان	92
فبذلك	92
بله	92
أوليس	92
وبحسب	91
وأباه	91
فالآن	91
وراءك	90
مثلهن	90
لجميعه	90
عليكن	90
طاق	90
بشطر	90
وثمة	89
لجميعها	89
لأخيك	89
عدس	89
خلفهما	89
خلفك	89
أيتها	89
وجنب	88
وبهما	88
وإليها	88
فيمينه	88
عليكما	88
شطري	88
أيتكن	88
اللواتي	88
شرق	87
بخلف	87
إننا	87
آ	87
وبأنها	86
فلغيره	86
أبوهما	86
وراءهم	85
وابني	85
حسبه	85
بأسفل	85
أيتهن	85
ولكنك	84
لعمرك	84
خلفنا	84
لذا	83
بعدكم	83
لأبيهم	82
فسوى	82
ضمنهما	82
أكلنا	82
ولكان	81
وغيرهن	81
وشطر	81
نفسهما	81
لكله	81
فبعده	81
ورائي	80
كنفسه	80
فلأي	80
عندهن	80
زمانها	80
أخي	80
أبدا	80
ولديه	79
لدي	79
بعدهن	79
أبيكم	79
وظل	78
وبأقل	78
فمهما	78
فأنتن	78
خلاله	78
ولبعضهم	77
فهكذا	77
فليت	77
فلأنهم	77
فغدا	77
بهاتين	77
بابني	77
اللائي	77
كيت	76
وإنهما	75
وانقلب	75
وأخاه	75
فانقلب	75
وكيت	74
لجنب	74
خلاه	74
خلالها	74
وكلهما	73
وغروبها	73
لذاك	73
لأقله	73
بأجمعهم	73
أينا	73
وبيد	72
مساء	72
لأعلى	72
فنفس	72
بذا	72
أكلهم	72
وأيا	71
فعين	71
فأينما	71
حولهما	71
حولهم	71
تحتي	71
أبضع	71
وإياهم	70
لوقته	70
ذين	70
أوشك	70
وبهم	69
لشبهها	69
بحسبها	69
ولبعض	68
وحاشا	68
نحوي	68
مكانكم	68
لغيري	68
لدنك	68
كلنا	68
عداهم	68
ث	68
وقتنا	67
وحسبنا	67
وبينهن	67
وبضع	67
وأسفل	67
كهاتين	67
عينهما	67
زمانهما	67
حينها	67
أثناءه	67
ومعهما	66
وكفيه	66
وتبدل	66
فعندي	66
فأيكم	66
تين	66
بكلها	66
بذاتها	66
أقلنا	66
ولنفسه	65
وزمانه	65
كنفس	65
كأكثر	65
فساء	65
حوالينا	65
جنوبهم	65
بأخيه	65
أني	65
ألسنا	65
ولي	64
وكيفما	64
هيهات	64
لأخي	64
حوالي	64
نحوهم	63
كابنه	63
حمي	63
بعيني	63
أعن	63
لديهم	62
لديك	62
كذات	62
فلأنا	62
فقلما	62
فالذين	62
ولأخيه	61
وعنهما	61
وشماله	61
وبنحو	61
لأيهما	61
فإننا	61
حولي	61
تحتهما	61
أثناءها	61
وكاد	60
فوقكم	60
فلعلك	60
فلأنهما	60
فخلف	60
أأنت	60
وبعضهن	59
مني	59
لأخيها	59
فلهذه	59
إنهن	59
ولجميع	58
وكأنهما	58
وببعض	58
فخلا	58
وساء	57
وأخي	57
وأخو	57
لزمان	57
لأبي	57
فأنشأ	57
بعدنا	57
ألستم	57
أكلهما	57
وضمنها	56
وذوو	56
وأيكم	56
لفوق	56
لعاد	56
فلعلهم	56
فكلا	56
فإياك	56
على	56
شرقي	56
أومن	56
أمنهم	56
وغرب	55
وأخيها	55
وأبوها	55
هنا	55
ساعتها	55
ببعضهم	55
أبك	55
ولدى	54
وكأني	54
فللذي	54
إليكما	54
ومنهن	53
وشبههما	53
فغيرها	53
عينهم	53
بعدئذ	53
آه	53
أعليه	53
أبونا	53
أبكم	53
ولديهما	52
وكلنا	52
وبينما	52
وأخوها	52
ليلي	52
لغيرنا	52
لستم	52
فأيتهن	52
ذاتهما	52
أيكما	52
وللتي	51
ولعلك	51
لكأني	51
ففيم	51
أوذي	51
أخاكم	51
وتين	50
لأنت	50
كهم	50
كأخيه	50
فلئلا	50
فبينه	50
أمامي	50
ألهذا	50
ولعمر	49
ولأبيه	49
وعينها	49
وسوف	49
وبجميع	49
ليته	49
لجنبه	49
فاستحال	49
بأكثرهما	49
أهذا	49
أمامهم	49
ألما	49
ومنهما	48
ولشبهه	48
وشتان	48
وأبيك	48
كذوي	48
فحوله	48
فأب	48
عني	48
شطرها	48
سواهن	48
ولغيرهم	47
وفيكم	47
وعنهم	47
ففلان	47
فعدا	47
فذلكم	47
جنوبها	47
جميعهما	47
بلى	47
بذوي	47
وعليهن	46
وبأكثر	46
وأنشأ	46
وارتد	46
ليلهم	46
كساعة	46
فبعضه	46
بأخي	46
ألهم	46
وسواك	45
وإياها	45
ليلها	45
ليلك	45
فلذي	45
فلابن	45
فضمنها	45
حواليها	45
ونحوهن	44
وحسبك	44
وبكم	44
وأبيها	44
لدينا	44
لتبدل	44
كهما	44
فأقله	44
شمالي	44
بغرب	44
بابنك	44
إيانا	44
ولهو	43
ولعلهما	43
لنحن	43
لليل	43
لكيلا	43
كأنهن	43
فإلي	43
شهري	43
أوفي	43
أكثري	43
وبماذا	42
لأولئك	42
كتين	42
فلسنا	42
فبئس	42
فبعضها	42
فأنه	42
حبذا	42
بوقته	42
وراح	41
وبتلك	41
واللذان	41
وأبدا	41
وأباك	41
لكليهما	41
لتحول	41
فنعما	41
فلئن	41
فراح	41
فالأخ	41
أذانك	41
أخاهم	41
وفيهن	40
هذي	40
فأيهم	40
سوى	40
زماني	40
بته	40
أباكم	40
ولابنه	39
وفاها	39
وأقلهم	39
لأنكم	39
كفيها	39
فمعه	39
فلشبهه	39
فإياكم	39
شهرها	39
أخلفه	39
ووراءه	38
ولأكثر	38
وعندكم	38
لبعضهن	38
فلته	38
ففيهم	38
فعندها	38
طفق	38
بأيهم	38
أهكذا	38
أنفسكما	38
ولغيرهما	37
وراءنا	37
وإلي	37
لغيرهن	37
فعامة	37
أمني	37
أمعك	37
أشبههم	37
ابني	37
فوقي	36
فوقته	36
فكغيره	36
فأجمع	36
حولك	36
حذار	36
جنبك	36
بوقتها	36
إيه	36
وكذاك	35
وكأنما	35
وعندما	35
وراءكم	35
وأمسى	35
وإليهما	35
وأبوهم	35
لشرع	35
كلك	35
فوقتها	35
ففوق	35
فعلينا	35
فحم	35
فبيننا	35
فبحسب	35
أوه	35
يمينهما	34
وبعدهم	34
وببعضه	34
وإياي	34
لعلنا	34
فيومئذ	34
فهب	34
رويدك	34
به	34
بأقلهما	34
أعينكم	34
أبه	34
ووراء	33
ونفسي	33
ونفسها	33
ولستم	33
وكأين	33
وآناء	33
وأمد	33
فوقنا	33
فمثلها	33
فاك	33
شمالك	33
بس	33
باللذين	33
أكثرنا	33
أخوي	33
ولعلي	32
وبعين	32
وإيانا	32
لهي	32
كابني	32
فحما	32
فحسبه	32
غروبه	32
طالما	32
سرعان	32
ريث	32
بغروبها	32
بعينهما	32
بعامة	32
بضعك	32
بأولئك	32
بأكثره	32
أهؤلاء	32
ومساء	31
وليستا	31
وكلتا	31
وبذي	31
وأمامه	31
لساعة	31
فوقك	31
فلعمري	31
فلعلهما	31
فعداه	31
فحيثما	31
فإليه	31
فأخ	31
الألى	31
ومثلي	30
وخلفها	30
لمع	30
لأخيكم	30
كفيك	30
فمني	30
فليستا	30
فدونك	30
فبلا	30
أمنها	30
